"","vacancy_rate","approximate_date","postcode","month"
"149",3.89707488772909,2021-06-22,"2011","2021-06"
"150",3.28650579424837,2021-07-23,"2011","2021-07"
"151",4.20687408372699,2021-08-22,"2011","2021-08"
"152",5.54032500409312,2021-09-21,"2011","2021-09"
"153",5.80548104713784,2021-10-22,"2011","2021-10"
"154",5.69296554946476,2021-11-21,"2011","2021-11"
"155",4.86476220373568,2021-12-22,"2011","2021-12"
"156",2.94722026741731,2022-01-21,"2011","2022-01"
"157",3.08753348701016,2022-02-20,"2011","2022-02"
"158",2.57392862351299,2022-03-23,"2011","2022-03"
"159",2.31995484761069,2022-04-22,"2011","2022-04"
"160",2.44491054386811,2022-05-23,"2011","2022-05"
"161",2.37974576984595,2022-06-22,"2011","2022-06"
"162",2.3432709767324,2022-07-22,"2011","2022-07"
"163",2.17380987690939,2022-08-22,"2011","2022-08"
"164",1.85480442176871,2022-09-21,"2011","2022-09"
"165",1.44427142217198,2022-10-22,"2011","2022-10"
"166",1.59865576437347,2022-11-21,"2011","2022-11"
"167",1.64891332359763,2022-12-21,"2011","2022-12"
"168",1.64891332359763,2023-01-06,"2011","2023-01"
"169",4.5531062620381,2021-02-21,"2015","2021-02"
"170",3.94369490039453,2021-03-23,"2015","2021-03"
"171",3.73207602197054,2021-04-23,"2015","2021-04"
"172",3.21768245341615,2021-05-23,"2015","2021-05"
"173",2.70411622276029,2021-06-22,"2015","2021-06"
"174",2.76609317610671,2021-07-23,"2015","2021-07"
"175",3.06347062795408,2021-08-22,"2015","2021-08"
"176",3.49403157489411,2021-09-21,"2015","2021-09"
"177",3.28581035642233,2021-10-22,"2015","2021-10"
"178",3.64726749760307,2021-11-21,"2015","2021-11"
"179",3.03986599664992,2021-12-22,"2015","2021-12"
"180",1.86693413574056,2022-01-21,"2015","2022-01"
"181",1.5637542304209,2022-02-20,"2015","2022-02"
"182",1.2617858332144,2022-03-23,"2015","2022-03"
"183",1.49124056402222,2022-04-22,"2015","2022-04"
"184",1.91821843165127,2022-05-23,"2015","2022-05"
"185",1.88140161725067,2022-06-22,"2015","2022-06"
"186",1.68002265326349,2022-07-22,"2015","2022-07"
"187",1.24971730116849,2022-08-22,"2015","2022-08"
"188",1.08313740242641,2022-09-21,"2015","2022-09"
"189",1.08100244039797,2022-10-22,"2015","2022-10"
"190",1.34042154566745,2022-11-21,"2015","2022-11"
"191",1.14201570680628,2022-12-21,"2015","2022-12"
"192",1.14201570680628,2023-01-06,"2015","2023-01"
"193",2.71148596626304,2021-02-21,"2016","2021-02"
"194",3.15814948616324,2021-03-23,"2016","2021-03"
"195",3.18967941507312,2021-04-23,"2016","2021-04"
"196",2.82720484643562,2021-05-23,"2016","2021-05"
"197",2.38998905714992,2021-06-22,"2016","2021-06"
"198",2.56753793371768,2021-07-23,"2016","2021-07"
"199",2.10315490960652,2021-08-22,"2016","2021-08"
"200",2.7030234127971,2021-09-21,"2016","2021-09"
"201",3.0562813712577,2021-10-22,"2016","2021-10"
"202",3.41180248323105,2021-11-21,"2016","2021-11"
"203",3.06928356928357,2021-12-22,"2016","2021-12"
"204",1.90074886237414,2022-01-21,"2016","2022-01"
"205",1.55411908353085,2022-02-20,"2016","2022-02"
"206",1.40654911838791,2022-03-23,"2016","2022-03"
"207",1.58596314062106,2022-04-22,"2016","2022-04"
"208",1.63962270969607,2022-05-23,"2016","2022-05"
"209",1.69392929585627,2022-06-22,"2016","2022-06"
"210",1.21633690324923,2022-07-22,"2016","2022-07"
"211",0.914111098985049,2022-08-22,"2016","2022-08"
"212",0.559906657915847,2022-09-21,"2016","2022-09"
"213",0.459042747533796,2022-10-22,"2016","2022-10"
"214",0.690152708096825,2022-11-21,"2016","2022-11"
"215",0.819850242255176,2022-12-21,"2016","2022-12"
"216",0.819850242255176,2023-01-06,"2016","2023-01"
"217",4.58442497789922,2021-02-21,"2017","2021-02"
"218",4.40091613905306,2021-03-23,"2017","2021-03"
"219",3.4899084013543,2021-04-23,"2017","2021-04"
"220",3.39717137885468,2021-05-23,"2017","2021-05"
"221",3.13229059316175,2021-06-22,"2017","2021-06"
"222",3.25905212777026,2021-07-23,"2017","2021-07"
"223",3.73804120904057,2021-08-22,"2017","2021-08"
"224",4.439767291532,2021-09-21,"2017","2021-09"
"225",3.71578092574213,2021-10-22,"2017","2021-10"
"226",3.10401645138487,2021-11-21,"2017","2021-11"
"227",2.92488082423497,2021-12-22,"2017","2021-12"
"228",1.89957453332822,2022-01-21,"2017","2022-01"
"229",1.51163086957629,2022-02-20,"2017","2022-02"
"230",1.59585413253058,2022-03-23,"2017","2022-03"
"231",1.58234549138805,2022-04-22,"2017","2022-04"
"232",1.48090523338048,2022-05-23,"2017","2022-05"
"233",1.54691179248253,2022-06-22,"2017","2022-06"
"234",1.27951183989152,2022-07-22,"2017","2022-07"
"235",0.90879727581156,2022-08-22,"2017","2022-08"
"236",1.06301492984471,2022-09-21,"2017","2022-09"
"237",1.01660608474829,2022-10-22,"2017","2022-10"
"238",1.49887665553666,2022-11-21,"2017","2022-11"
"239",1.52050894868431,2022-12-21,"2017","2022-12"
"240",1.52050894868431,2023-01-06,"2017","2023-01"
"241",4.8204247998412,2021-02-21,"2018","2021-02"
"242",5.00975937767816,2021-03-23,"2018","2021-03"
"243",4.03484924204564,2021-04-23,"2018","2021-04"
"244",3.12891826451148,2021-05-23,"2018","2021-05"
"245",3.14024907087436,2021-06-22,"2018","2021-06"
"246",3.21878348975416,2021-07-23,"2018","2021-07"
"247",2.75541174567222,2021-08-22,"2018","2021-08"
"248",2.92549247187026,2021-09-21,"2018","2021-09"
"249",2.89189362795478,2021-10-22,"2018","2021-10"
"250",3.0378904249872,2021-11-21,"2018","2021-11"
"251",2.82672193877551,2021-12-22,"2018","2021-12"
"252",1.81863243518048,2022-01-21,"2018","2022-01"
"253",1.70168439716312,2022-02-20,"2018","2022-02"
"254",1.32101062990884,2022-03-23,"2018","2022-03"
"255",1.66738959610247,2022-04-22,"2018","2022-04"
"256",1.59595326839352,2022-05-23,"2018","2022-05"
"257",1.76427635274293,2022-06-22,"2018","2022-06"
"258",1.45425710554139,2022-07-22,"2018","2022-07"
"259",1.12475983885962,2022-08-22,"2018","2022-08"
"260",0.754431474275833,2022-09-21,"2018","2022-09"
"261",0.794792884840278,2022-10-22,"2018","2022-10"
"262",1.26274798393279,2022-11-21,"2018","2022-11"
"263",1.45038961038961,2022-12-21,"2018","2022-12"
"264",1.45038961038961,2023-01-06,"2018","2023-01"
"265",5.16136200875619,2021-02-21,"2019","2021-02"
"266",4.39692998334661,2021-03-23,"2019","2021-03"
"267",4.95582743172035,2021-04-23,"2019","2021-04"
"268",3.75241918142069,2021-05-23,"2019","2021-05"
"269",2.53890592682405,2021-06-22,"2019","2021-06"
"270",2.87303952877723,2021-07-23,"2019","2021-07"
"271",3.15457947885036,2021-08-22,"2019","2021-08"
"272",2.9428711966833,2021-09-21,"2019","2021-09"
"273",3.2701209705615,2021-10-22,"2019","2021-10"
"274",3.25419247094844,2021-11-21,"2019","2021-11"
"275",2.51339934907555,2021-12-22,"2019","2021-12"
"276",1.97215905175384,2022-01-21,"2019","2022-01"
"277",1.43611549276456,2022-02-20,"2019","2022-02"
"278",1.52453757422702,2022-03-23,"2019","2022-03"
"279",1.8966102846274,2022-04-22,"2019","2022-04"
"280",1.46291663849638,2022-05-23,"2019","2022-05"
"281",1.40839386602098,2022-06-22,"2019","2022-06"
"282",1.72887936805463,2022-07-22,"2019","2022-07"
"283",1.48827292110874,2022-08-22,"2019","2022-08"
"284",0.972144846796657,2022-09-21,"2019","2022-09"
"285",1.01373118563507,2022-10-22,"2019","2022-10"
"286",0.87146799842292,2022-11-21,"2019","2022-11"
"287",1.87192569335426,2022-12-21,"2019","2022-12"
"288",1.87192569335426,2023-01-06,"2019","2023-01"
"289",5.09089813140446,2021-02-21,"2020","2021-02"
"290",4.61601532108445,2021-03-23,"2020","2021-03"
"291",3.73306394105063,2021-04-23,"2020","2021-04"
"292",3.64506992388033,2021-05-23,"2020","2021-05"
"293",4.04993406593407,2021-06-22,"2020","2021-06"
"294",3.92032127579082,2021-07-23,"2020","2021-07"
"295",3.99421982023641,2021-08-22,"2020","2021-08"
"296",4.02703866356669,2021-09-21,"2020","2021-09"
"297",4.33799925877356,2021-10-22,"2020","2021-10"
"298",3.77510972674501,2021-11-21,"2020","2021-11"
"299",3.53457491700895,2021-12-22,"2020","2021-12"
"300",3.0429242119383,2022-01-21,"2020","2022-01"
"301",2.15085225695408,2022-02-20,"2020","2022-02"
"302",2.42548262548262,2022-03-23,"2020","2022-03"
"303",2.60090963888432,2022-04-22,"2020","2022-04"
"304",2.52753954640747,2022-05-23,"2020","2022-05"
"305",2.73784726918603,2022-06-22,"2020","2022-06"
"306",2.27007122698562,2022-07-22,"2020","2022-07"
"307",1.75231685495286,2022-08-22,"2020","2022-08"
"308",1.79682067885672,2022-09-21,"2020","2022-09"
"309",1.58305862496374,2022-10-22,"2020","2022-10"
"310",2.39636239746311,2022-11-21,"2020","2022-11"
"311",2.72741481713035,2022-12-21,"2020","2022-12"
"312",2.72741481713035,2023-01-06,"2020","2023-01"
"313",4.3672719317436,2021-02-21,"2021","2021-02"
"314",4.1037206037206,2021-03-23,"2021","2021-03"
"315",4.35942997888811,2021-04-23,"2021","2021-04"
"316",3.94054602390509,2021-05-23,"2021","2021-05"
"317",3.88978328173375,2021-06-22,"2021","2021-06"
"318",4.3340577460416,2021-07-23,"2021","2021-07"
"319",3.84949297278064,2021-08-22,"2021","2021-08"
"320",5.07292076721552,2021-09-21,"2021","2021-09"
"321",4.21459880132391,2021-10-22,"2021","2021-10"
"322",4.28912312177618,2021-11-21,"2021","2021-11"
"323",3.95591939546599,2021-12-22,"2021","2021-12"
"324",2.92721861471861,2022-01-21,"2021","2022-01"
"325",2.74616741283408,2022-02-20,"2021","2022-02"
"326",2.37414965986395,2022-03-23,"2021","2022-03"
"327",2.50793650793651,2022-04-22,"2021","2022-04"
"328",2.76984126984127,2022-05-23,"2021","2022-05"
"329",2.96939755729381,2022-06-22,"2021","2022-06"
"330",3.20212863565465,2022-07-22,"2021","2022-07"
"331",2.53701403266621,2022-08-22,"2021","2022-08"
"332",1.80303519535034,2022-09-21,"2021","2022-09"
"333",1.42079940784604,2022-10-22,"2021","2022-10"
"334",1.36018187723287,2022-11-21,"2021","2022-11"
"335",1.4616100511866,2022-12-21,"2021","2022-12"
"336",1.4616100511866,2023-01-06,"2021","2023-01"
"337",3.52819355155322,2021-02-21,"2022","2021-02"
"338",3.31810830678755,2021-03-23,"2022","2021-03"
"339",3.00611755493564,2021-04-23,"2022","2021-04"
"340",2.9347804830351,2021-05-23,"2022","2021-05"
"341",3.16931940240211,2021-06-22,"2022","2021-06"
"342",4.35611896635787,2021-07-23,"2022","2021-07"
"343",5.40373940987438,2021-08-22,"2022","2021-08"
"344",5.15880579597394,2021-09-21,"2022","2021-09"
"345",4.7450713800136,2021-10-22,"2022","2021-10"
"346",3.79090291921249,2021-11-21,"2022","2021-11"
"347",4.09136268953156,2021-12-22,"2022","2021-12"
"348",2.97150597455372,2022-01-21,"2022","2022-01"
"349",2.42794337890719,2022-02-20,"2022","2022-02"
"350",2.12158054711246,2022-03-23,"2022","2022-03"
"351",2.52228378703927,2022-04-22,"2022","2022-04"
"352",2.72039647789058,2022-05-23,"2022","2022-05"
"353",2.98505598001057,2022-06-22,"2022","2022-06"
"354",2.88056048754739,2022-07-22,"2022","2022-07"
"355",1.94074784276127,2022-08-22,"2022","2022-08"
"356",1.40348525469169,2022-09-21,"2022","2022-09"
"357",1.00114744693058,2022-10-22,"2022","2022-10"
"358",1.26642475171887,2022-11-21,"2022","2022-11"
"359",1.73068853709708,2022-12-21,"2022","2022-12"
"360",1.73068853709708,2023-01-06,"2022","2023-01"
"361",3.14005798260522,2021-02-21,"2023","2021-02"
"362",3.35644159487077,2021-03-23,"2023","2021-03"
"363",3.2911316211878,2021-04-23,"2023","2021-04"
"364",3.57625075346594,2021-05-23,"2023","2021-05"
"365",3.51354072284305,2021-06-22,"2023","2021-06"
"366",3.02804681194512,2021-07-23,"2023","2021-07"
"367",3.31440695089917,2021-08-22,"2023","2021-08"
"368",3.31910157830838,2021-09-21,"2023","2021-09"
"369",4.10463347865761,2021-10-22,"2023","2021-10"
"370",4.70511472570969,2021-11-21,"2023","2021-11"
"371",4.71187910318345,2021-12-22,"2023","2021-12"
"372",3.76951294069696,2022-01-21,"2023","2022-01"
"373",2.42336362708057,2022-02-20,"2023","2022-02"
"374",2.57142857142857,2022-03-23,"2023","2022-03"
"375",3.1473662635786,2022-04-22,"2023","2022-04"
"376",4.15476190476191,2022-05-23,"2023","2022-05"
"377",4.69040389812293,2022-06-22,"2023","2022-06"
"378",3.52525252525253,2022-07-22,"2023","2022-07"
"379",2.95396366639141,2022-08-22,"2023","2022-08"
"380",2.38102129419061,2022-09-21,"2023","2022-09"
"381",1.73541904071273,2022-10-22,"2023","2022-10"
"382",2.46387043189369,2022-11-21,"2023","2022-11"
"383",3.41089623622375,2022-12-21,"2023","2022-12"
"384",3.41089623622375,2023-01-06,"2023","2023-01"
"385",2.46140584593684,2021-02-21,"2024","2021-02"
"386",2.52025117739403,2021-03-23,"2024","2021-03"
"387",2.03050554288859,2021-04-23,"2024","2021-04"
"388",1.81398645455977,2021-05-23,"2024","2021-05"
"389",2.47908445146014,2021-06-22,"2024","2021-06"
"390",2.31765356945213,2021-07-23,"2024","2021-07"
"391",2.32150776053215,2021-08-22,"2024","2021-08"
"392",2.27000872531134,2021-09-21,"2024","2021-09"
"393",2.7174638487208,2021-10-22,"2024","2021-10"
"394",2.89026915113872,2021-11-21,"2024","2021-11"
"395",3.52938606073847,2021-12-22,"2024","2021-12"
"396",2.34228187919463,2022-01-21,"2024","2022-01"
"397",2.12276910764306,2022-02-20,"2024","2022-02"
"398",2.07038640371974,2022-03-23,"2024","2022-03"
"399",2.57833453786236,2022-04-22,"2024","2022-04"
"400",3.10553174117167,2022-05-23,"2024","2022-05"
"401",3.56754015768639,2022-06-22,"2024","2022-06"
"402",3.17334775235333,2022-07-22,"2024","2022-07"
"403",1.80682737421129,2022-08-22,"2024","2022-08"
"404",1.30086702860384,2022-09-21,"2024","2022-09"
"405",0.907008852432388,2022-10-22,"2024","2022-10"
"406",0.681418808981451,2022-11-21,"2024","2022-11"
"407",0.796349115801483,2022-12-21,"2024","2022-12"
"408",0.796349115801483,2023-01-06,"2024","2023-01"
"409",3.80116514690983,2021-02-21,"2025","2021-02"
"410",3.54855109303508,2021-03-23,"2025","2021-03"
"411",3.47529682114133,2021-04-23,"2025","2021-04"
"412",3.39833440102498,2021-05-23,"2025","2021-05"
"413",3.68314028314028,2021-06-22,"2025","2021-06"
"414",5.07851770317373,2021-07-23,"2025","2021-07"
"415",5.00989877450012,2021-08-22,"2025","2021-08"
"416",4.45802919708029,2021-09-21,"2025","2021-09"
"417",5.42209481339916,2021-10-22,"2025","2021-10"
"418",4.4032067288737,2021-11-21,"2025","2021-11"
"419",5.46751508825458,2021-12-22,"2025","2021-12"
"420",3.60747415849457,2022-01-21,"2025","2022-01"
"421",3.43522213354616,2022-02-20,"2025","2022-02"
"422",2.33195242549779,2022-03-23,"2025","2022-03"
"423",2.52796780684105,2022-04-22,"2025","2022-04"
"424",2.25768194070081,2022-05-23,"2025","2022-05"
"425",2.07738095238095,2022-06-22,"2025","2022-06"
"426",3.13089574554846,2022-07-22,"2025","2022-07"
"427",2.95520349631248,2022-08-22,"2025","2022-08"
"428",1.91390183712641,2022-09-21,"2025","2022-09"
"429",1.25003444000551,2022-10-22,"2025","2022-10"
"430",2.12363435209515,2022-11-21,"2025","2022-11"
"431",1.93996664813785,2022-12-21,"2025","2022-12"
"432",1.93996664813785,2023-01-06,"2025","2023-01"
"433",3.2573012811682,2021-02-21,"2026","2021-02"
"434",2.9603806765284,2021-03-23,"2026","2021-03"
"435",2.90336388270422,2021-04-23,"2026","2021-04"
"436",3.07574003352399,2021-05-23,"2026","2021-05"
"437",3.52628938216924,2021-06-22,"2026","2021-06"
"438",3.38547350551716,2021-07-23,"2026","2021-07"
"439",3.23221006260948,2021-08-22,"2026","2021-08"
"440",3.1997777353314,2021-09-21,"2026","2021-09"
"441",2.87602357481876,2021-10-22,"2026","2021-10"
"442",3.01317690473289,2021-11-21,"2026","2021-11"
"443",3.33313581623939,2021-12-22,"2026","2021-12"
"444",2.75225068043827,2022-01-21,"2026","2022-01"
"445",2.71903713796597,2022-02-20,"2026","2022-02"
"446",2.46599972016231,2022-03-23,"2026","2022-03"
"447",2.89682345112598,2022-04-22,"2026","2022-04"
"448",3.30422890805807,2022-05-23,"2026","2022-05"
"449",4.0312115999017,2022-06-22,"2026","2022-06"
"450",3.83988329583802,2022-07-22,"2026","2022-07"
"451",2.82511526413965,2022-08-22,"2026","2022-08"
"452",1.85680813205785,2022-09-21,"2026","2022-09"
"453",1.68673381193445,2022-10-22,"2026","2022-10"
"454",1.57787471522173,2022-11-21,"2026","2022-11"
"455",2.14757837780489,2022-12-21,"2026","2022-12"
"456",2.14757837780489,2023-01-06,"2026","2023-01"
"457",2.99461433135555,2021-02-21,"2027","2021-02"
"458",3.77124542124542,2021-03-23,"2027","2021-03"
"459",3.20624712907671,2021-04-23,"2027","2021-04"
"460",3.21451598047343,2021-05-23,"2027","2021-05"
"461",3.16041397153946,2021-06-22,"2027","2021-06"
"462",3.55660552158607,2021-07-23,"2027","2021-07"
"463",3.95743098801004,2021-08-22,"2027","2021-08"
"464",5.79280119358448,2021-09-21,"2027","2021-09"
"465",6.09898323089764,2021-10-22,"2027","2021-10"
"466",5.36872713629116,2021-11-21,"2027","2021-11"
"467",4.72641775604251,2021-12-22,"2027","2021-12"
"468",3.49065861483299,2022-01-21,"2027","2022-01"
"469",3.3700653223516,2022-02-20,"2027","2022-02"
"470",3.31276696725202,2022-03-23,"2027","2022-03"
"471",3.19085714285714,2022-04-22,"2027","2022-04"
"472",3.53502150023889,2022-05-23,"2027","2022-05"
"473",4.74829931972789,2022-06-22,"2027","2022-06"
"474",4.5629686598731,2022-07-22,"2027","2022-07"
"475",3.5660304607673,2022-08-22,"2027","2022-08"
"476",2.97050004836058,2022-09-21,"2027","2022-09"
"477",1.89673913043478,2022-10-22,"2027","2022-10"
"478",2.44530945893344,2022-11-21,"2027","2022-11"
"479",3.47602773166683,2022-12-21,"2027","2022-12"
"480",3.47602773166683,2023-01-06,"2027","2023-01"
"481",4.40217072455266,2021-02-21,"2028","2021-02"
"482",3.3818822493026,2021-03-23,"2028","2021-03"
"483",2.97195712817501,2021-04-23,"2028","2021-04"
"484",3.79570840681952,2021-05-23,"2028","2021-05"
"485",5.1346182139179,2021-06-22,"2028","2021-06"
"486",3.90633284241532,2021-07-23,"2028","2021-07"
"487",5.76264189886481,2021-08-22,"2028","2021-08"
"488",5.56257378984652,2021-09-21,"2028","2021-09"
"489",4.94962328261191,2021-10-22,"2028","2021-10"
"490",4.74829931972789,2021-11-21,"2028","2021-11"
"491",4.85655070318283,2021-12-22,"2028","2021-12"
"492",2.99659511472983,2022-01-21,"2028","2022-01"
"493",2.27563722584469,2022-02-20,"2028","2022-02"
"494",2.17445482866044,2022-03-23,"2028","2022-03"
"495",2.38402138402138,2022-04-22,"2028","2022-04"
"496",3.73539467816263,2022-05-23,"2028","2022-05"
"497",5.29732142857143,2022-06-22,"2028","2022-06"
"498",4.36704900938478,2022-07-22,"2028","2022-07"
"499",3.22666269012824,2022-08-22,"2028","2022-08"
"500",2.91745036572623,2022-09-21,"2028","2022-09"
"501",1.98176927674836,2022-10-22,"2028","2022-10"
"502",2.08825729244577,2022-11-21,"2028","2022-11"
"503",3.13238593866866,2022-12-21,"2028","2022-12"
